"numero","slug","prompt"
"312","matjar-shopify-jahiz-lilbaye","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a ready-made store in a gift box with a price tag, a golden magnifier exposing hidden red flags beneath the shiny wrapping. Large gold Arabic headline: 'اقرأ هذا قبل أن تشتريه'. Small gold badge: 'دليل 2026'."
"313","mata-owazzif-awwal-shakhs","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a solo merchant juggling many task icons at burnout edge, a golden helping hand arriving as the first hire, workload meter relaxing. Large gold Arabic headline: 'الإشارة أنك تحتاج مساعدة'. Small gold badge: 'دليل 2026'."
"314","min-matjar-ila-aiddat-matajir","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: one glowing mother store branching golden roots into several niche store sprouts, a multi-store dashboard overseeing them all. Large gold Arabic headline: 'إمبراطورية المتاجر المتعددة'. Small gold badge: 'دليل 2026'."
"315","ahamiyat-alqissa-fil-alama-tijariya","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: an open golden storybook with a brand logo rising from its pages as light, customer hearts gathering around the story glow. Large gold Arabic headline: 'الناس تشتري القصص'. Small gold badge: 'دليل 2026'."
"316","attaghlif-walbakaging","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a plain shipping box transforming into a luxurious branded unboxing experience with golden tissue, logo seal and ribbon, customer wow sparks. Large gold Arabic headline: 'الفتح الأول يصنع الانطباع'. Small gold badge: 'دليل 2026'."
"317","dropshipping-min-assin","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a long congested shipping lane from a China map with delay knots, golden alternative routes (local warehouses, EU suppliers) lighting up shorter. Large gold Arabic headline: 'الصين ليست الخيار الوحيد'. Small gold badge: 'دليل 2026'."
"318","print-on-demand-am-dropshipping","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a versus split: left a printed-on-order t-shirt machine, right a sourced product shipping flow, gold 'VS', effort/margin meters comparing. Large gold Arabic headline: 'أيهما يناسب شخصيتك؟'. Small gold badge: 'دليل 2026'."
"319","tasjil-alama-tijariya-dalil-kamil","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a brand logo being stamped with an official golden trademark seal '®', a certificate scroll and a protective shield forming around the brand. Large gold Arabic headline: 'ماركتك ملكك رسمياً'. Small gold badge: 'دليل 2026'."
"320","kayfa-onshie-logo-wahawiya","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: free design tool icons crafting a glowing logo and brand palette on a dark canvas, golden color swatches and font cards, '0€' badge. Large gold Arabic headline: 'هوية احترافية بـ 0€'. Small gold badge: 'دليل 2026'."
"321","kayfa-tabda-dropshipping-lil-mobtadi","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a clear 3D dropshipping flow: supplier warehouse, glowing online store, customer receiving a package, connected by golden arrows over a world map. Large gold Arabic headline: 'أول طلبية أقرب مما تظن'. Small gold badge: 'دليل 2026'."
"322","kayfa-akhtar-ism-matjar-jadhab","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: glowing name cards floating around a store facade, weak names fading grey while one golden name clicks onto the storefront with a shine. Large gold Arabic headline: 'الاسم نصف الجاذبية'. Small gold badge: 'دليل 2026'."
"323","kayfa-asajjil-alama-tijariya-saudi","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a Saudi flag accent, a trademark certificate receiving an official golden seal through a digital portal screen, protection shield forming. Large gold Arabic headline: 'سجّلها قبل أن يسبقك أحد'. Small gold badge: 'دليل 2026'."
"324","tasjil-alama-tijariya-misr","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: an Egypt flag accent, a trademark document stamped gold at an official window, pyramids silhouette, a brand shield activating. Large gold Arabic headline: 'احمِ اسمك في مصر'. Small gold badge: 'دليل 2026'."
"325","limadha-yafshal-almobtadiin-dropshipping","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a crowd of beginners running into the same dark pitfall traps (saturated products, thin margins), one figure taking a golden detour path upward. Large gold Arabic headline: 'الفخ الذي يقع فيه الجميع'. Small gold badge: 'دليل 2026'."
"326","mata-antaqil-ila-takhzin","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a dropshipping flow evolving into an owned glowing warehouse with stocked shelves, a decision dashboard showing order volume crossing a golden threshold. Large gold Arabic headline: 'الإشارة للانتقال إلى مخزونك'. Small gold badge: 'دليل 2026'."
